cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season
725,6,5,5,0.5535051648294542,599,6,1.804272708628173
360,0,5,9,0.5137152750547335,650,6,0.9431945538974952
154,4,0,3,0.1388389172506866,209,12,0.0273721330556057
605,1,3,2,0.0791540825886055,2178,6,0.0273721330556057
239,5,0,7,1.0946476657656563,188,11,0.9431945538974952
127,6,0,5,0.5097362860772614,200,6,0.9431945538974952
1113,6,6,10,0.6799814181868887,2066,11,0.8884502877862838
724,0,0,4,3.1071646944448537,1623,11,0.9431945538974952
116,6,0,5,0.2829339143613532,212,6,0.8884502877862838
579,5,1,10,0.5694211207393426,688,1,0.9431945538974952
743,2,6,10,0.9505526686549896,907,11,0.9431945538974952
1175,2,0,10,1.1534811065060655,2503,11,1.804272708628173
210,6,0,6,1.3851138611211178,472,12,0.9431945538974952
601,6,5,3,0.3147658261811298,721,6,0.9431945538974952
579,2,1,10,0.1874381789020234,896,6,0.8884502877862838
838,6,6,10,1.5792329270955774,1100,11,0.8884502877862838
385,6,0,10,0.3616622999891227,615,7,1.804272708628173
133,4,0,3,0.1078583993525819,181,12,0.8884502877862838
1461,6,4,1,1.3683465112895574,2966,12,0.9431945538974952
361,6,0,11,1.1185215996304887,806,11,0.8884502877862838
834,6,4,11,0.270145553507265,1206,6,0.9431945538974952
652,2,0,10,0.1556062670822468,1440,3,0.8884502877862838
288,0,0,4,0.7953720985335788,476,11,1.804272708628173
903,6,2,7,1.1614390844610096,1767,11,0.9431945538974952
1207,6,1,0,0.5495261758519822,2195,9,0.9431945538974952
415,1,6,11,0.6649168561986724,1029,11,0.0273721330556057
1114,6,4,6,1.1017542497989286,2997,12,0.9431945538974952
291,3,3,2,1.1145426106530167,1525,3,0.8884502877862838
1207,5,1,11,0.2184186968001281,2719,11,0.8884502877862838
178,6,0,10,0.1396903111723585,178,6,0.9431945538974952
811,6,1,10,0.7953720985335788,2332,11,1.804272708628173
846,6,4,11,0.803330076488523,1549,12,0.9431945538974952
611,6,5,8,0.2789549253838811,1588,11,0.9431945538974952
58,2,0,7,0.3187448151586018,50,6,0.9431945538974952
332,0,6,7,0.2351860466316883,399,6,0.9431945538974952
204,6,0,7,0.3107868372036577,162,11,0.9431945538974952
415,5,1,10,0.2431440245866324,748,11,0.9431945538974952
25,6,0,5,0.8877402389371084,48,4,0.8884502877862838
620,6,6,10,0.1237743552624702,1610,11,0.9431945538974952
377,2,1,6,0.0950700384984938,822,7,0.9431945538974952
669,4,0,10,0.0154902589490523,1213,11,0.8884502877862838
515,6,4,11,0.2621875755523209,1297,12,0.9431945538974952
819,3,0,10,0.7723495585904183,2143,6,0.8884502877862838
774,6,6,10,0.2542295975973768,1480,11,0.8884502877862838
813,5,1,6,0.4659674073250686,1218,11,0.8884502877862838
287,6,1,10,1.4089877949859502,548,11,0.9431945538974952
1243,6,1,5,0.5176942640322055,2348,9,0.9431945538974952
473,6,2,10,0.4730739913583408,1138,11,0.9431945538974952
191,5,1,5,1.1225005886079609,536,6,0.8884502877862838
694,6,4,3,1.7344134972169882,2118,11,0.8884502877862838
570,6,0,5,1.3723255002670296,1123,12,0.9431945538974952
814,3,0,10,0.5336102199420939,2086,6,0.9431945538974952
182,2,1,11,1.3095130705491482,442,7,0.9431945538974952
974,2,1,5,0.3863876277756271,2484,9,0.9431945538974952
916,2,0,10,2.032837670527394,1836,11,0.8884502877862838
362,2,6,11,0.5137152750547335,258,6,0.9431945538974952
1078,6,4,11,0.8948468229703807,2116,6,0.9431945538974952
247,5,1,11,1.046899798035991,447,6,0.9431945538974952
954,5,1,6,0.0362365977580846,1697,11,0.9431945538974952
438,5,1,11,0.8837612499596363,605,12,0.9431945538974952
267,6,5,7,0.8996772058695247,224,6,0.8884502877862838
567,5,1,3,0.6768538231310886,1233,6,0.9431945538974952
886,6,0,11,2.215871163491109,1018,12,0.8884502877862838
559,2,5,10,0.378429649820683,900,11,0.8884502877862838
779,2,5,5,1.233060886055507,1168,6,0.9431945538974952
595,5,6,11,0.1516272781047747,1595,12,0.9431945538974952
246,0,0,4,0.64417051738964,178,6,0.8884502877862838
416,6,6,5,0.10700700543091,352,11,0.8884502877862838
405,6,1,11,0.3306817820910181,953,6,0.9431945538974952
366,2,5,7,0.9036561948469968,232,6,0.8884502877862838
587,2,5,11,0.4452210685160363,2198,10,0.9431945538974952
685,6,0,3,0.8192460323984113,1332,11,0.8884502877862838
768,2,0,10,1.078731709855768,1269,11,0.8884502877862838
9,0,0,3,1.5203994863551682,73,11,0.0273721330556057
802,6,0,10,0.7803075365453624,1359,11,0.8884502877862838
566,6,1,6,0.3616622999891227,1222,11,1.804272708628173
1066,2,0,0,0.3147658261811298,1933,11,0.9431945538974952
803,2,5,11,1.3683465112895574,1205,6,0.9431945538974952
357,0,0,3,0.1786288070254073,408,11,0.9431945538974952
781,5,1,7,0.4850109582907571,1140,8,0.9431945538974952
927,2,1,10,1.014216492294543,1220,6,1.804272708628173
277,6,6,10,0.593295054604175,540,11,0.9431945538974952
716,6,2,10,0.0282786198031404,912,11,0.8884502877862838
414,5,1,0,0.2869129033388253,535,1,0.9431945538974952
412,2,6,10,0.6410429223338399,568,11,0.8884502877862838
290,6,4,1,0.7683705696129463,940,6,0.9431945538974952
397,5,1,0,0.3625136939107947,504,6,0.8884502877862838
272,2,0,5,0.4420934734602362,545,11,0.9431945538974952
805,4,0,7,3.310093132295929,1697,11,0.9431945538974952
646,6,4,11,0.6481495063671121,1698,12,0.8884502877862838
750,6,2,7,0.1030280164534379,946,6,1.804272708628173
620,5,1,6,0.0999004213976378,1201,11,0.9431945538974952
113,3,0,5,0.863866305072276,99,6,0.8884502877862838
306,2,1,5,0.963341029509078,526,6,0.9431945538974952
404,6,4,5,0.0322576087806125,1223,1,0.9431945538974952
796,6,0,10,0.1516272781047747,2422,6,1.804272708628173
820,2,6,10,1.3046826876500044,942,11,0.9431945538974952
260,2,1,7,0.9593620405316058,507,3,0.9431945538974952
429,3,3,2,2.0137941195617053,0,2,1.804272708628173
327,2,1,7,0.3744506608432109,545,6,0.8884502877862838
188,2,1,11,1.3691979052112293,450,7,0.9431945538974952
1488,6,2,10,1.5951488830054656,1592,11,0.9431945538974952
183,1,0,10,1.027004853148631,281,10,0.8884502877862838
667,5,1,10,0.7007277569959209,1190,3,0.8884502877862838
595,1,2,10,2.426757579297129,1169,6,0.9431945538974952
822,6,4,11,0.3059564543045137,1163,6,0.9431945538974952
346,0,6,7,0.0672171156561892,380,6,0.8884502877862838
519,2,1,6,0.5216732530096777,1065,11,0.9431945538974952
264,6,5,7,1.027004853148631,181,6,0.9431945538974952
989,6,4,11,0.4770529803358129,1320,6,0.8884502877862838
317,6,1,0,0.2908918923162973,1138,11,1.804272708628173
226,3,3,2,0.9474250735991896,1383,3,0.8884502877862838
738,2,1,6,0.0632381266787172,1226,11,1.804272708628173
982,6,2,10,0.540716803975366,1004,11,0.8884502877862838
514,6,1,7,0.9911939523513824,896,11,0.8884502877862838
252,6,1,7,1.1702484563376256,188,11,0.9431945538974952
26,6,0,11,1.1384165445178491,13,11,0.8884502877862838
461,6,2,7,0.8320343932524994,910,6,0.8884502877862838
640,6,0,10,0.162712851115519,1562,11,1.804272708628173
480,6,0,10,1.0946476657656563,1038,12,0.9431945538974952
346,2,1,10,0.8917192279145806,611,11,1.804272708628173
619,6,2,10,0.3815572448764831,1363,11,0.9431945538974952
102,0,0,5,0.4182195395954037,113,6,0.8884502877862838
599,3,3,2,0.0879634544652216,2088,6,0.0273721330556057
368,5,1,11,1.1423955334953213,554,7,0.9431945538974952
270,3,3,2,2.0137941195617053,0,2,0.9431945538974952
216,2,0,8,0.5813580876717588,549,9,0.8884502877862838
552,2,5,11,0.4381144844827641,1242,12,0.9431945538974952
973,6,4,11,0.3855362338539552,2074,6,0.8884502877862838
1194,6,4,11,1.6428967507351306,2258,6,0.9431945538974952
838,6,4,11,1.1375651505961772,1561,12,0.9431945538974952
422,1,0,5,0.2940194873720975,769,11,0.9431945538974952
504,5,1,10,0.4898413411899011,691,11,0.8884502877862838
1046,2,1,11,1.4249037508958384,1542,11,0.9431945538974952
594,2,5,11,0.0353852038364127,1692,12,0.9431945538974952
533,1,2,10,2.1840392516713325,1110,11,0.9431945538974952
486,2,5,11,0.1507758841831028,1688,12,0.9431945538974952
148,6,0,7,1.0946476657656563,200,11,0.9431945538974952
330,3,3,2,0.3585347049333226,2922,11,0.8884502877862838
703,2,5,11,1.4598632577714152,1345,6,0.9431945538974952
472,6,1,11,0.3863876277756271,957,6,0.9431945538974952
272,3,3,2,2.0137941195617053,0,2,0.8884502877862838
499,6,2,10,2.741097708517423,1250,6,0.8884502877862838
235,2,1,11,1.233912279977179,537,7,0.9431945538974952
605,1,2,10,2.669475906922925,1276,6,0.9431945538974952
596,6,5,10,0.5813580876717588,1365,6,0.9431945538974952
484,0,0,4,2.570001182486124,649,11,0.9431945538974952
1222,6,2,10,3.7716558536826894,1476,11,0.9431945538974952
107,3,0,5,1.074752720878296,102,6,0.9431945538974952
474,6,4,5,0.0194692479265244,1228,6,0.8884502877862838
81,1,0,3,0.6251269664239516,92,3,0.9431945538974952
719,4,0,10,0.2511020025415766,983,3,0.8884502877862838
665,6,6,10,2.96392109125586,710,6,0.9431945538974952
401,6,6,10,0.6004016386374472,734,11,0.8884502877862838
931,2,0,0,0.4102615616404595,1860,11,0.9431945538974952
549,5,1,6,0.0640895206003891,1225,11,0.9431945538974952
1868,5,1,5,0.5248008480654778,2835,11,1.804272708628173
514,6,2,5,0.7206227018832814,1114,11,0.9431945538974952
105,6,0,7,0.8240764152975553,171,11,0.9431945538974952
303,2,0,5,0.1467968952056307,530,11,0.8884502877862838
48,6,0,7,0.6251269664239516,30,6,0.9431945538974952
294,6,0,1,0.6967487680184489,373,1,0.9431945538974952
112,1,0,10,0.3386397600459622,122,3,0.9431945538974952
609,6,4,11,0.0433431817913568,1111,6,0.8884502877862838
1654,6,1,5,0.541568197897038,2359,6,0.9431945538974952
329,6,5,10,1.0349628311035752,1268,6,0.9431945538974952
1162,2,1,5,0.0441945757130287,1428,6,0.9431945538974952
1035,6,4,11,0.7993510875110509,1644,12,0.9431945538974952
464,6,5,10,0.5813580876717588,749,11,0.8884502877862838
105,6,1,5,1.802907703755685,174,6,0.8884502877862838
354,6,0,10,0.979256985418966,1222,12,0.9431945538974952
102,0,0,5,0.4898413411899011,85,6,0.8884502877862838
75,6,0,10,0.167543234014663,184,12,0.9431945538974952
328,2,5,3,0.7285806798382255,664,11,0.8884502877862838
554,5,1,6,0.863866305072276,1011,11,0.9431945538974952
350,2,2,10,0.5614631427843984,287,11,0.9431945538974952
787,0,2,10,2.975858058188275,1290,11,0.8884502877862838
515,6,5,5,0.7086857349508652,509,6,1.804272708628173
270,0,0,4,0.7317082748940257,420,11,0.8884502877862838
185,0,0,5,0.0314062148589406,218,6,0.8884502877862838
447,6,0,3,1.4209247619183665,1011,12,0.9431945538974952
710,2,5,10,0.2988498702712415,857,6,0.9431945538974952
185,0,0,5,0.274975936406409,252,6,0.9431945538974952
451,2,0,10,0.6609378672212003,718,12,0.8884502877862838
638,6,5,7,0.7564336026805301,982,8,0.9431945538974952
922,6,6,10,0.5566327598852544,1749,11,0.8884502877862838
822,6,5,3,0.0751750936111334,832,6,0.9431945538974952
997,2,0,0,0.326702793113546,1940,11,0.9431945538974952
369,6,1,6,0.1556062670822468,705,11,1.804272708628173
781,6,4,11,0.1149649833858541,1374,12,0.8884502877862838
324,6,4,11,0.652979889266256,964,12,0.9431945538974952
415,6,0,6,0.6131899994915354,1033,11,0.8884502877862838
206,2,0,10,0.4500514514151803,234,11,0.9431945538974952
496,2,5,11,0.7047067459733931,648,11,0.8884502877862838
28,2,1,6,0.6808328121085606,48,7,0.8884502877862838
898,6,0,10,2.040795648482338,1592,11,0.9431945538974952
1247,6,4,6,0.3537043220341786,2523,12,0.9431945538974952
473,6,6,10,0.8510779442181878,889,6,0.9431945538974952
114,6,0,5,0.7842865255228345,131,6,1.804272708628173
84,6,0,5,0.4619884183475966,192,6,0.9431945538974952
264,3,3,2,0.8121394483651391,1794,6,0.9431945538974952
96,0,0,5,0.485862352212429,123,6,0.8884502877862838
811,2,5,10,0.1666918400929911,3010,11,0.8884502877862838
706,2,0,0,0.5734001097168147,1691,11,0.9431945538974952
53,4,0,3,1.253807224864539,108,11,0.8884502877862838
1312,5,0,10,1.3007036986725322,2644,11,1.804272708628173
328,2,0,11,0.0999004213976378,433,6,0.0273721330556057
93,0,0,5,0.6768538231310886,94,6,0.0273721330556057
359,2,1,6,0.0203206418481963,654,11,1.804272708628173
1463,5,0,4,0.1874381789020234,1715,11,0.8884502877862838
281,2,1,7,0.2391650356091604,355,6,0.9431945538974952
137,6,0,5,0.3306817820910181,132,6,0.9431945538974952
323,6,5,9,0.3545557159558505,591,11,0.9431945538974952
293,6,1,10,1.1583114894052096,475,11,0.9431945538974952
470,1,0,8,0.1706708290704632,617,11,0.8884502877862838
884,6,5,7,0.7038553520517211,1956,10,1.804272708628173
359,2,6,7,0.1547548731605749,424,3,0.8884502877862838
263,3,3,2,1.0389418200810472,1523,3,0.9431945538974952
317,0,0,11,0.5176942640322055,546,12,0.9431945538974952
1448,6,1,10,0.8431199662632437,2524,11,0.9431945538974952
1511,6,2,10,1.8498041775636784,1747,11,0.8884502877862838
202,6,0,10,0.0194692479265244,176,11,0.9431945538974952
23,6,0,11,1.0429208090585194,13,12,0.8884502877862838
816,6,4,11,0.1467968952056307,1159,6,0.9431945538974952
382,3,0,10,2.0137941195617053,0,2,0.9431945538974952
496,6,4,11,0.1865867849803515,1371,12,0.9431945538974952
315,0,0,9,0.378429649820683,497,10,0.9431945538974952
342,6,4,5,0.5097362860772614,897,1,0.9431945538974952
139,2,0,11,0.3895152228314272,242,12,0.9431945538974952
106,0,0,5,0.8240764152975553,84,6,0.8884502877862838
709,6,0,7,0.9306577237676292,1460,11,0.9431945538974952
611,5,1,6,0.7842865255228345,673,12,0.9431945538974952
874,6,5,7,0.0274272258814685,1951,10,1.804272708628173
570,6,6,11,0.0640895206003891,1234,11,0.9431945538974952
313,0,5,5,0.0879634544652216,621,5,0.9431945538974952
769,2,5,11,0.4213471346512039,1519,10,0.9431945538974952
319,6,0,11,0.1357113221948865,623,7,0.8884502877862838
1009,6,6,5,1.3484515664021972,2137,10,0.9431945538974952
66,2,0,4,0.7365386577931696,155,11,0.8884502877862838
732,6,0,5,0.9823845804747664,1436,11,0.8884502877862838
980,5,1,10,0.2789549253838811,2458,11,0.8884502877862838
310,0,6,7,0.0720474985553333,386,6,0.8884502877862838
275,5,0,10,1.2020803681574024,195,11,0.8884502877862838
365,2,0,3,0.1197953662849981,317,3,0.8884502877862838
931,5,1,6,0.5057572970997893,1227,11,0.8884502877862838
204,6,0,7,0.0672171156561892,190,11,0.8884502877862838
1661,2,1,11,0.1436693001498306,3189,4,0.8884502877862838
54,0,0,4,1.0349628311035752,185,6,0.9431945538974952
260,0,0,5,1.555358993230745,606,11,0.8884502877862838
575,2,6,11,0.0083836749157801,1111,11,0.9431945538974952
354,2,6,7,0.3664926828882667,364,6,0.8884502877862838
597,6,2,10,0.2431440245866324,1175,12,0.9431945538974952
1127,5,5,0,0.5606117488627265,1859,10,0.9431945538974952
1473,2,1,5,0.6163175945473355,2957,11,0.8884502877862838
649,5,1,10,1.1423955334953213,746,11,0.8884502877862838
576,6,1,10,0.0640895206003891,1089,6,0.9431945538974952
1177,5,1,10,0.2343346527100163,2402,11,0.9431945538974952
651,3,0,6,1.8625925384177664,1453,12,1.804272708628173
1100,5,1,6,0.0999004213976378,1812,11,0.8884502877862838
455,5,1,10,1.0110888972387428,590,11,0.9431945538974952
320,6,4,5,0.8161184373426111,861,12,0.9431945538974952
999,6,2,7,1.1574600954835377,1718,11,0.9431945538974952
232,6,5,5,0.537589208919566,590,6,0.9431945538974952
718,2,5,11,1.3126406656049483,1253,7,0.9431945538974952
417,2,5,3,0.8877402389371084,600,11,0.9431945538974952
1003,5,5,0,0.699876363074249,1948,0,0.9431945538974952
346,6,1,6,0.0322576087806125,662,11,1.804272708628173
680,6,6,5,1.4280313459516385,2083,10,0.9431945538974952
242,0,0,4,1.081859304911568,191,3,0.9431945538974952
55,6,0,10,1.0986266547431285,113,6,0.9431945538974952
624,6,0,10,0.5009269142006454,1276,11,0.8884502877862838
573,0,5,3,0.3863876277756271,967,3,0.8884502877862838
526,0,5,10,0.6728748341536165,841,3,0.9431945538974952
446,0,0,5,0.3505767269783785,571,12,0.8884502877862838
1268,6,4,11,1.185313018325842,2322,6,0.8884502877862838
1668,2,0,11,0.0393641928138847,2273,11,0.8884502877862838
52,6,0,7,0.4898413411899011,32,6,0.8884502877862838
262,2,0,5,0.2908918923162973,554,11,0.9431945538974952
326,5,3,2,0.0513011597463009,647,7,0.9431945538974952
1005,2,6,5,0.593295054604175,1974,11,0.9431945538974952
625,5,1,5,0.7834351316011626,1045,1,0.9431945538974952
37,0,0,3,1.341344982368925,96,11,0.9431945538974952
493,1,0,5,0.1388389172506866,688,11,0.8884502877862838
67,0,0,4,1.046899798035991,191,6,0.8884502877862838
277,5,1,7,0.8479503491623878,537,3,0.9431945538974952
366,0,0,5,1.5235270814109685,602,11,0.8884502877862838
954,2,6,10,1.5633169711856891,981,11,0.8884502877862838
32,6,0,11,1.0667947429233515,23,11,0.9431945538974952
523,6,0,8,1.1423955334953213,1124,12,0.9431945538974952
942,6,6,10,1.607085849937882,1093,11,0.8884502877862838
749,6,4,3,1.6548337176675467,2188,11,0.8884502877862838
586,6,6,9,0.1666918400929911,1510,3,0.9431945538974952
1345,2,0,10,0.9943215474071824,2459,11,0.9431945538974952
873,2,6,10,1.6826866405098513,1138,11,0.8884502877862838
236,3,3,2,2.0137941195617053,0,2,0.0273721330556057
1103,2,6,5,0.2383136416874884,2255,8,1.804272708628173
835,2,0,10,1.6428967507351306,1514,6,1.804272708628173
820,2,0,10,2.430736568274601,1824,11,0.8884502877862838
610,2,0,10,0.3505767269783785,1479,3,1.804272708628173
381,6,0,8,0.2630389694739928,643,11,0.9431945538974952
